Name,Size,Type,Environment
Dire Tyrannosaurus Rex (A5E),huge,beast,swamp
Dire wildebeest,large,beast,grassland
Dire Wolf,large,beast,arctic
Dire Wolf,large,beast,cave
Dire Wolf,large,beast,forest
Dire Wolf,large,beast,grassland
Dire Wolf (A5E),large,beast,feywild
Dire Wolf (A5E),large,beast,forest
Dire Wolf (A5E),large,beast,grassland
Dire Wolf (A5E),large,beast,hills
Dire Wolf (A5E),large,beast,mountains
Dire Wolf (A5E),large,beast,tundra
Diseased Giant Rat (A5E),small,beast,caverns
Diseased Giant Rat (A5E),small,beast,forest
Diseased Giant Rat (A5E),small,beast,ruin
Diseased Giant Rat (A5E),small,beast,settlement
Diseased Giant Rat (A5E),small,beast,sewer
Diseased Giant Rat (A5E),small,beast,swamp
Div,small,elemental,badlands
Div,small,elemental,desert
Divi Noble (A5E),large,elemental,caverns
Divi Noble (A5E),large,elemental,plane of earth
Diviner,medium,humanoid,urban
Diving gel,tiny,ooze,coastal
Diving gel,tiny,ooze,underwater
Diwata,large,fey,forests
Diwata,large,fey,coastal
Diwata,large,fey,mountains
Diwata,large,fey,caves
Djinni,large,elemental,arctic
Djinni,large,elemental,coast
Djinni,large,elemental,dungeon
Djinni,large,elemental,grassland
Djinni,large,elemental,planar
Djinni Noble (A5E),large,elemental,desert
Djinni Noble (A5E),large,elemental,plane of air
Dogmole,medium,beast,forests
Dogmole,medium,beast,hills
Dogmole,medium,beast,mountains
Dogmole Juggernaut,large,monstrosity,hills
Dogmole Juggernaut,large,monstrosity,mountains
Dogmole Juggernaut,large,monstrosity,ruins
Dogmole Juggernaut,large,monstrosity,underground
Dokkaebi,medium,fey,farmland
Dolphin,medium,beast,coast
Dolphin,medium,beast,aquatic
Domovoi,medium,fey,desert
Domovoi,medium,fey,forests
Doom creeper,small,plant,forest
Doombat,large,monstrosity,underground
Doppelganger,medium,monstrosity,dungeon
Doppelganger,medium,monstrosity,ruins
Doppelganger,medium,monstrosity,urban
Doppelganger (A5E),medium,monstrosity,caverns
Doppelganger (A5E),medium,monstrosity,forest
Doppelganger (A5E),medium,monstrosity,grassland
Doppelganger (A5E),medium,monstrosity,hills
Doppelganger (A5E),medium,monstrosity,laboratory
Doppelganger (A5E),medium,monstrosity,ruin
Doppelganger (A5E),medium,monstrosity,settlement
Doppelganger (A5E),medium,monstrosity,sewer
Doppelganger (A5E),medium,monstrosity,shadowfell
Doppelixir,tiny,ooze,any
Doppelixir,tiny,ooze,urban
Doppelrat,tiny,monstrosity,ruins
Doppelrat,tiny,monstrosity,underground
Doppelrat,tiny,monstrosity,urban
Dorreq,medium,aberration,badlands
Draegloth,large,fiend,underground
Draft Horse,large,beast,urban
Draft Horse (A5E),large,beast,settlement
Dragon Eel,huge,dragon,aquatic
Dragon Eel,huge,dragon,ruins
Dragon Eel,huge,dragon,underground
Dragon Turtle,gargantuan,dragon,aquatic
Dragon Turtle (A5E),gargantuan,dragon,plane of water
Dragon Turtle (A5E),gargantuan,dragon,water
"Dragon, prismatic adult",huge,dragon,underground
"Dragon, prismatic ancient",gargantuan,dragon,underground
"Dragon, prismatic young",large,dragon,underground
"Dragon, sand ancient",gargantuan,dragon,badlands
"Dragon, sand ancient",gargantuan,dragon,desert
"Dragon, sand wyrmling",medium,dragon,badlands
"Dragon, sand wyrmling",medium,dragon,desert
"Dragon, sand young",large,dragon,badlands
"Dragon, sand young",large,dragon,desert
Dragonbound Warrior (A5E),medium,humanoid,desert
Dragonbound Warrior (A5E),medium,humanoid,forest
Dragonbound Warrior (A5E),medium,humanoid,hills
Dragonbound Warrior (A5E),medium,humanoid,jungle
Dragonbound Warrior (A5E),medium,humanoid,mountains
Dragonbound Warrior (A5E),medium,humanoid,ruin
Dragonbound Warrior (A5E),medium,humanoid,swamp
Dragonbound Warrior (A5E),medium,humanoid,tundra
Dragonclaw,medium,humanoid,dungeon
Dragonclaw,medium,humanoid,urban
"Dragonette, sedge",tiny,dragon,swamp
"Dragonette, shovel",tiny,dragon,farmland
"Dragonette, shovel",tiny,dragon,forest
"Dragonette, shovel",tiny,dragon,grassland
"Dragonette, shovel",tiny,dragon,urban
Dragonfang,medium,humanoid,dungeon
Dragonfang,medium,humanoid,urban
Dragonleaf Tree,large,plant,forests
Dragonleaf Tree,large,plant,urban
Dragonsoul,medium,humanoid,dungeon
Dragonsoul,medium,humanoid,urban
Dragonwing,medium,humanoid,dungeon
Dragonwing,medium,humanoid,urban
Drainpipe Gargoyle (A5E),medium,elemental,hills
Drainpipe Gargoyle (A5E),medium,elemental,laboratory
Drainpipe Gargoyle (A5E),medium,elemental,mountains
Drainpipe Gargoyle (A5E),medium,elemental,plane of earth
Drainpipe Gargoyle (A5E),medium,elemental,ruin
Drainpipe Gargoyle (A5E),medium,elemental,settlement
Drainpipe Gargoyle (A5E),medium,elemental,temple
Drainpipe Gargoyle (A5E),medium,elemental,tomb
"Drake, bakery",small,dragon,urban
"Drake, ethereal",large,dragon,planar
"Drake, ethereal",large,dragon,urban
"Drake, reef",huge,dragon,coastal
"Drake, reef",huge,dragon,underwater
"Drake, shepherd",medium,dragon,farmland
"Drake, shepherd",medium,dragon,hills
"Drake, vapor",large,dragon,swamp
"Drake, venom",large,dragon,forest
Dread Knight (A5E),medium,undead,mountains
Dread Knight (A5E),medium,undead,ruin
Dread Knight (A5E),medium,undead,shadowfell
Dread Knight (A5E),medium,undead,tomb
Dread Knight Champion (A5E),medium,undead,mountains
Dread Knight Champion (A5E),medium,undead,ruin
Dread Knight Champion (A5E),medium,undead,shadowfell
Dread Knight Champion (A5E),medium,undead,tomb
Dream Eater,medium,fiend,ruins
Dream Eater,medium,fiend,underground
Dream Eater,medium,fiend,urban
Dretch,small,fiend,dungeon
Dretch,small,fiend,planar
Dretch (A5E),small,fiend,abyss
Drider,large,monstrosity,dungeon
Drider,large,monstrosity,underground
Drider (A5E),large,monstrosity,feywild
Drider (A5E),large,monstrosity,ruin
Drop Bear (A5E),large,beast,tundra
Drow,medium,humanoid,dungeon
Drow,medium,humanoid,underground
Drow,medium,humanoid,urban
Drow Elite Warrior,medium,humanoid,dungeon
Drow Elite Warrior,medium,humanoid,underground
Drow Elite Warrior,medium,humanoid,urban
Drow Mage,medium,humanoid,dungeon
Drow Mage,medium,humanoid,underground
Drow Mage,medium,humanoid,urban
Drowned Maiden,medium,undead,aquatic
Drudge pitcher,huge,plant,forest
Druid (A5E),medium,humanoid,desert
Druid (A5E),medium,humanoid,forest
Druid (A5E),medium,humanoid,grassland
Druid (A5E),medium,humanoid,hills
Druid (A5E),medium,humanoid,jungle
Druid (A5E),medium,humanoid,mountains
Druid (A5E),medium,humanoid,swamp
Druid (A5E),medium,humanoid,tundra
Dryad,medium,fey,forest
Dubius,small,fiend,farmland
Dubius,small,fiend,planar
Dubius,small,fiend,urban
Duelist (A5E),medium,humanoid,settlement
Duergar,medium,humanoid,dungeon
Duergar,medium,humanoid,underground
Duodrone,medium,construct,planar
Dust Digger,large,aberration,desert
Dust Goblin,small,humanoid,badlands
Dust Goblin,small,humanoid,desert
Dust Goblin,small,humanoid,ruins
Dust Goblin,small,humanoid,underground
Dust grazer,large,aberration,badlands
Dust Mephit,small,elemental,dungeon
Dust Mephit,small,elemental,planar
Dust Mephit,small,elemental,ruins
Dust Mephit,small,elemental,urban
Dust Mephit (A5E),small,elemental,desert
Dust Mephit (A5E),small,elemental,mountains
Dust Mephit (A5E),small,elemental,plane of air
Dust Mephit (A5E),small,elemental,plane of earth
"Dwarf, angler",medium,humanoid,mountains
"Dwarf, angler",medium,humanoid,underground
"Dwarf, firecracker",medium,humanoid,any
"Dwarf, pike guard captain",medium,humanoid,any
Eagle,small,beast,arctic
Eagle,small,beast,grassland
Eagle,small,beast,mountain
Eagle (A5E),small,beast,hills
Eagle (A5E),small,beast,mountains
Earth Elemental,large,elemental,arctic
Earth Elemental,large,elemental,cave
Earth Elemental,large,elemental,coast
Earth Elemental,large,elemental,desert
Earth Elemental,large,elemental,dungeon
Earth Elemental,large,elemental,forest
Earth Elemental,large,elemental,grassland
Earth Elemental,large,elemental,mountain
Earth Elemental,large,elemental,planar
Earth Elemental,large,elemental,ruins
Earth Elemental,large,elemental,swamp
Earth Elemental,large,elemental,underground
Earth Elemental (A5E),large,elemental,laboratory
Earth Elemental (A5E),large,elemental,plane of earth
Eblis,medium,monstrosity,swamp
Edimmu,medium,undead,desert
Eel Hound,medium,fey,aquatic
Efreeti,large,elemental,desert
Efreeti,large,elemental,dungeon
Efreeti,large,elemental,mountain
Efreeti,large,elemental,planar
Efreeti (A5E),large,elemental,desert
Efreeti (A5E),large,elemental,mountains
Efreeti (A5E),large,elemental,plane of fire
Efreeti Noble (A5E),large,elemental,desert
Efreeti Noble (A5E),large,elemental,mountains
Efreeti Noble (A5E),large,elemental,plane of fire
Elder Black Pudding (A5E),huge,ooze,caverns
Elder Black Pudding (A5E),huge,ooze,ruin
Elder Black Pudding (A5E),huge,ooze,sewer
Elder Black Pudding (A5E),huge,ooze,water
Elder Brain,large,aberration,underground
Elder Shadow Drake,large,dragon,forests
Elder Vampire (A5E),medium,undead,forest
Elder Vampire (A5E),medium,undead,hills
Elder Vampire (A5E),medium,undead,mountains
Elder Vampire (A5E),medium,undead,ruin
Elder Vampire (A5E),medium,undead,settlement
Elder Vampire (A5E),medium,undead,shadowfell
Elder Vampire (A5E),medium,undead,tomb
Eleinomae,medium,fey,marshes
"Elemental, rockslide",large,elemental,mountains
Elephant,huge,beast,grassland
Elephant (A5E),huge,beast,desert
Elephant (A5E),huge,beast,forest
Elephant (A5E),huge,beast,grassland
Elephant (A5E),huge,beast,jungle
Elk,large,beast,forest
Elk,large,beast,grassland
Elk (A5E),large,beast,forest
Elk (A5E),large,beast,tundra
Elusa Hound,medium,monstrosity,forest
Elusa Hound,medium,monstrosity,grassland
Ember glider,medium,monstrosity,hills
Ember glider,medium,monstrosity,mountains
Emerald Dragon Wyrmling (A5E),medium,dragon,caverns
Emerald Dragon Wyrmling (A5E),medium,dragon,ruin
Emerald Dragon Wyrmling (A5E),medium,dragon,sewer
Emperor of the Ghouls,medium,undead,ruins
Emperor of the Ghouls,medium,undead,underground
Emperor of the Ghouls,medium,undead,urban
Empyrean,huge,celestial,planar
Enchanter,medium,humanoid,urban
Erina Defender,small,humanoid,forests
Erina Defender,small,humanoid,hills
Erina Defender,small,humanoid,plains
Erina Scrounger,small,humanoid,forests
Erina Scrounger,small,humanoid,hills
Erina Scrounger,small,humanoid,plains
Erina tussler,small,humanoid,forest
Erina tussler,small,humanoid,grassland
Erina tussler,small,humanoid,hills
Erinyes,medium,fiend,dungeon
Erinyes,medium,fiend,planar
Erinyes (A5E),medium,fiend,hell
Eternal Flame Guardian,medium,humanoid,cave
Eternal Flame Guardian,medium,humanoid,desert
Eternal Flame Guardian,medium,humanoid,dungeon
Eternal Flame Guardian,medium,humanoid,forest
Eternal Flame Guardian,medium,humanoid,grassland
Eternal Flame Guardian,medium,humanoid,mountain
Eternal Flame Guardian,medium,humanoid,ruins
Eternal Flame Guardian,medium,humanoid,underground
Eternal Flame Priest,medium,humanoid,cave
Eternal Flame Priest,medium,humanoid,desert
Eternal Flame Priest,medium,humanoid,dungeon
Eternal Flame Priest,medium,humanoid,forest
Eternal Flame Priest,medium,humanoid,grassland
Eternal Flame Priest,medium,humanoid,mountain
Eternal Flame Priest,medium,humanoid,ruins
Eternal Flame Priest,medium,humanoid,underground
Ettercap,medium,monstrosity,cave
Ettercap,medium,monstrosity,dungeon
Ettercap,medium,monstrosity,forest
Ettercap,medium,monstrosity,ruins
Ettercap,medium,monstrosity,swamp
Ettercap,medium,monstrosity,underground
Ettercap (A5E),medium,monstrosity,forest
Ettercap (A5E),medium,monstrosity,jungle
Ettercap (A5E),medium,monstrosity,swamp
Ettin,large,giant,cave
Ettin,large,giant,grassland
Ettin,large,giant,mountain
Ettin,large,giant,swamp
Evoker,medium,humanoid,urban
Eye of the Deep,medium,aberration,aquatic
Eye of the Deep,medium,aberration,cave
Eye of the Deep,medium,aberration,coast
Eye of the Deep,medium,aberration,dungeon
Eye of the Deep,medium,aberration,underground
Faerie Dragon (A5E),tiny,dragon,feywild
Faerie Dragon (A5E),tiny,dragon,forest
Faerie Dragon (A5E),tiny,dragon,jungle
Faerie Dragon (blue),tiny,dragon,forest
Faerie Dragon (blue),tiny,dragon,grassland
Faerie Dragon (blue),tiny,dragon,mountain
Faerie Dragon (blue),tiny,dragon,ruins
Faerie Dragon (blue),tiny,dragon,swamp
Faerie Dragon (green),tiny,dragon,forest
Faerie Dragon (green),tiny,dragon,grassland
Faerie Dragon (green),tiny,dragon,mountain
Faerie Dragon (green),tiny,dragon,ruins
Faerie Dragon (green),tiny,dragon,swamp
Faerie Dragon (indigo),tiny,dragon,forest
Faerie Dragon (indigo),tiny,dragon,grassland
Faerie Dragon (indigo),tiny,dragon,mountain
Faerie Dragon (indigo),tiny,dragon,ruins
Faerie Dragon (indigo),tiny,dragon,swamp
Faerie Dragon (red),tiny,dragon,forest
Faerie Dragon (red),tiny,dragon,grassland
Faerie Dragon (red),tiny,dragon,mountain
Faerie Dragon (red),tiny,dragon,ruins
Faerie Dragon (red),tiny,dragon,swamp
Faerie Dragon (violet),tiny,dragon,forest
Faerie Dragon (violet),tiny,dragon,grassland
Faerie Dragon (violet),tiny,dragon,mountain
Faerie Dragon (violet),tiny,dragon,ruins
Faerie Dragon (violet),tiny,dragon,swamp
Faerie Dragon (yellow),tiny,dragon,forest
Faerie Dragon (yellow),tiny,dragon,grassland
Faerie Dragon (yellow),tiny,dragon,mountain
Faerie Dragon (yellow),tiny,dragon,ruins
Faerie Dragon (yellow),tiny,dragon,swamp
Faerie Dragon Familiar (A5E),tiny,dragon,feywild
Faerie Dragon Familiar (A5E),tiny,dragon,forest
Faerie Dragon Familiar (A5E),tiny,dragon,jungle
Faerie Eater Troll (A5E),large,giant,feywild
Fallen Deva (A5E),medium,celestial,astral plane
Fallen Deva (A5E),medium,celestial,temple
Fallen Planetar (A5E),large,celestial,astral plane
Fallen Planetar (A5E),large,celestial,temple
Fanged Sea Serpent,large,dragon,aquatic
Far Darrig,small,fey,forests
Far Darrig,small,fey,plains
Fathomer,medium,humanoid,aquatic
Fathomer,medium,humanoid,cave
Fathomer,medium,humanoid,coast
Fathomer,medium,humanoid,grassland
Fathomer,medium,humanoid,swamp
Fathomer,medium,humanoid,underground
Faux-garou,medium,construct,forest
Faux-garou,medium,construct,swamp
Fear Guard,medium,undead,underground
Feathergale knight,medium,humanoid,arctic
Feathergale knight,medium,humanoid,cave
Feathergale knight,medium,humanoid,coast
Feathergale knight,medium,humanoid,desert
Feathergale knight,medium,humanoid,dungeon
Feathergale knight,medium,humanoid,grassland
Feathergale knight,medium,humanoid,mountain
Feathergale knight,medium,humanoid,ruins
Fen Witch,medium,monstrosity,swamp
Feral Undead Cat,small,undead,ruins
Fetch,medium,undead,grassland
Fetch,medium,undead,mountain
"Fey lady, coral queen",medium,fey,coastal
"Fey lady, coral queen",medium,fey,underwater
"Fey lady, countess of garlands",medium,fey,forest
"Fey lord, rainforest king",medium,fey,forest
"Fiend lord, malaabit",large,fiend,badlands
"Fiend lord, malaabit",large,fiend,desert
"Fiend lord, malaabit",large,fiend,mountains
Fire Drake,small,dragon,mountain
Fire Elemental,large,elemental,cave
Fire Elemental,large,elemental,coast
Fire Elemental,large,elemental,desert
Fire Elemental,large,elemental,dungeon
Fire Elemental,large,elemental,grassland
Fire Elemental,large,elemental,mountain
Fire Elemental,large,elemental,planar
Fire Elemental,large,elemental,ruins
Fire Elemental,large,elemental,underground
Fire Elemental (A5E),large,elemental,laboratory
Fire Elemental (A5E),large,elemental,plane of fire
Fire Elemental Myrmidon,medium,elemental,cave
Fire Elemental Myrmidon,medium,elemental,coast
Fire Elemental Myrmidon,medium,elemental,desert
Fire Elemental Myrmidon,medium,elemental,dungeon
Fire Elemental Myrmidon,medium,elemental,grassland
Fire Elemental Myrmidon,medium,elemental,mountain
Fire Elemental Myrmidon,medium,elemental,planar
Fire Elemental Myrmidon,medium,elemental,ruins
Fire Elemental Myrmidon,medium,elemental,swamp
Fire Elemental Myrmidon,medium,elemental,underground
Fire Elemental Myrmidon,medium,elemental,urban
Fire Giant,huge,giant,mountain
Fire Giant,huge,giant,planar
Fire Giant (A5E),huge,giant,desert
Fire Giant (A5E),huge,giant,mountains
Fire Giant (A5E),huge,giant,plane of fire
Fire Giant (A5E),huge,giant,settlement
Fire Giant Dreadnought,huge,giant,mountain
Fire Giant Dreadnought,huge,giant,underground
Fire Kyeryong,small,monstrosity,mountains
Fire Monkey,small,monstrosity,forests
Fire Snake,medium,elemental,forest
Fire Snake,medium,elemental,planar
Firenewt Warlock of Imix,medium,humanoid,grassland
Firenewt Warlock of Imix,medium,humanoid,mountain
Firenewt Warlock of Imix,medium,humanoid,underground
First Servant,medium,humanoid,any
First Servant,medium,humanoid,urban
Fixer,medium,humanoid,urban
Flab Giant,large,giant,hills
Flab Giant,large,giant,mountains
Flail Snail,large,monstrosity,ruins
Flail Snail,large,monstrosity,underground
Flame-Spitting Statue (A5E),large,construct,plane of fire
Flame-Spitting Statue (A5E),large,construct,ruin
Flame-Spitting Statue (A5E),large,construct,temple
Flameskull,tiny,undead,dungeon
Flameskull,tiny,undead,ruins
Flamewrath,medium,humanoid,cave
Flamewrath,medium,humanoid,desert
Flamewrath,medium,humanoid,dungeon
Flamewrath,medium,humanoid,forest
Flamewrath,medium,humanoid,grassland
Flamewrath,medium,humanoid,mountain
Flamewrath,medium,humanoid,ruins
Flamewrath,medium,humanoid,underground
Flesh Golem,medium,construct,dungeon
Flesh Golem,medium,construct,ruins
Flesh Guardian (A5E),medium,construct,laboratory
Flesh Guardian (A5E),medium,construct,ruin
Flesh Guardian (A5E),medium,construct,temple
Flesh Guardian (A5E),medium,construct,tomb
Flind,medium,humanoid,arctic
Flind,medium,humanoid,forest
Flind,medium,humanoid,grassland
Flowershroud,large,plant,forest
Flowershroud,large,plant,grassland
Flumph,small,aberration,dungeon
Flumph,small,aberration,underground
Flumph (A5E),small,aberration,caverns
Flumph (A5E),small,aberration,water
Flumph Familiar (A5E),small,aberration,caverns
Flumph Familiar (A5E),small,aberration,water
Flying Caltrop,tiny,construct,dungeon
Flying Caltrop,tiny,construct,ruins
Flying Caltrop,tiny,construct,urban
Flying Lion (A5E),large,monstrosity,desert
Flying Lion (A5E),large,monstrosity,grassland
Flying Lion (A5E),large,monstrosity,hills
Flying Lion (A5E),large,monstrosity,mountains
Flying Lion (A5E),large,monstrosity,plane of air
Flying Shield,small,construct,dungeon
Flying Shield,small,construct,ruins
Flying Shield,small,construct,urban
Flying Snake (A5E),tiny,beast,desert
Flying Snake (A5E),tiny,beast,feywild
Flying Snake (A5E),tiny,beast,jungle
Flying Snake (A5E),tiny,beast,swamp
Flying Sword,small,construct,dungeon
Flying Sword,small,construct,ruins
Flying Sword,small,construct,urban
Flying Sword (A5E),small,construct,laboratory
Flying Sword (A5E),small,construct,ruin
Fomorian,huge,giant,cave
Fomorian,huge,giant,underground
Foo Dog,medium,monstrosity,planar
Forest Gnome Illusionist (A5E),medium,humanoid,feywild
Forest Gnome Illusionist (A5E),medium,humanoid,forest
Forest Gnome Illusionist (A5E),medium,humanoid,hills
Forest Gnome Illusionist (A5E),medium,humanoid,jungle
Forest Gnome Illusionist (A5E),medium,humanoid,laboratory
Forest Gnome Illusionist (A5E),medium,humanoid,settlement
Forest Gnome Illusionist (A5E),medium,humanoid,swamp
Forest Marauder,large,giant,badlands
Forest Marauder,large,giant,forests
Forester's Bane,large,plant,grassland
Forgotten God (A5E),large,celestial,temple
Forgotten God (A5E),large,celestial,tomb
Four-Armed Gargoyle,medium,monstrosity,aquatic
Four-Armed Gargoyle,medium,monstrosity,underground
Foxwere,small,monstrosity,forest
Foxwere,small,monstrosity,underground
Frog,tiny,beast,aquatic
Frog,tiny,beast,coast
Frog,tiny,beast,forest
Frog,tiny,beast,swamp
Froghemoth,huge,aberration,swamp
Frost Giant (A5E),huge,giant,mountains
Frost Giant (A5E),huge,giant,shadowfell
Frost Giant (A5E),huge,giant,tundra
Frost Giant Everlasting One,huge,giant,arctic
Frost Giant Everlasting One,huge,giant,coast
Frost Giant Jarl,huge,giant,mountains
Frost Giant Jarl,huge,giant,shadowfell
Frost Giant Jarl,huge,giant,tundra
Frost Giant Jarl (A5E),huge,giant,snow
Frost-Afflicted,medium,humanoid,arctic
Frostjack,medium,fey,arctic
Frostveil,medium,plant,hills
Frostveil,medium,plant,plains
"Fungi, duskwilt",small,plant,underground
"Fungi, mulcher",gargantuan,plant,farmland
"Fungi, mulcher",gargantuan,plant,forest
"Fungi, mulcher",gargantuan,plant,hills
"Fungi, void fungus",medium,plant,forest
"Fungi, void fungus",medium,plant,planar
"Fungi, void fungus",medium,plant,underground
Fungoid,medium,plant,swamp
Fungus Bat,medium,plant,underground
Fyr,small,fey,forest
Fyr,small,fey,mountain
"Gaki, Shikki-Gaki",medium,undead,caves
"Gaki, Shikki-Gaki",medium,undead,forests
"Gaki, Shikki-Gaki",medium,undead,urban
Galeb Duhr,medium,elemental,cave
Galeb Duhr,medium,elemental,dungeon
Galeb Duhr,medium,elemental,mountain
Galeb Duhr,medium,elemental,planar
Galeb Duhr,medium,elemental,underground
Gallows Tree,huge,plant,forest
Gallows Tree,huge,plant,grassland
Gallows Tree,huge,plant,swamp
Gallows Tree Zombie,medium,plant,forest
Gallows Tree Zombie,medium,plant,grassland
Gallows Tree Zombie,medium,plant,swamp
Gargoyle,medium,elemental,dungeon
Gargoyle,medium,elemental,urban
Gargoyle (A5E),medium,elemental,hills
Gargoyle (A5E),medium,elemental,laboratory
Gargoyle (A5E),medium,elemental,mountains
Gargoyle (A5E),medium,elemental,plane of earth
Gargoyle (A5E),medium,elemental,ruin
Gargoyle (A5E),medium,elemental,settlement
Gargoyle (A5E),medium,elemental,temple
Gargoyle (A5E),medium,elemental,tomb
Garmvvolf,huge,monstrosity,mountains
Garmvvolf,huge,monstrosity,underground
Garroter Crab,tiny,beast,aquatic
Garuda,medium,celestial,hills
Gas Spore,large,plant,cave
Gas Spore,large,plant,dungeon
Gas Spore,large,plant,underground
Gashadokuro,huge,undead,plains
Gauth,medium,aberration,underground
Gawigawen,gargantuan,giant,mountains
Gawigawen,gargantuan,giant,urban
Gawigawen,gargantuan,giant,coastal
Gazer,tiny,aberration,underground
Gbahali,huge,beast,plains
Gear Spider (A5E),tiny,construct,laboratory
Gear Spider (A5E),tiny,construct,ruin
Gear Spider (A5E),tiny,construct,sewer
Gearmass,large,ooze,underground
Gearmass,large,ooze,urban
Gelatinous Cube,large,ooze,dungeon
Gelatinous Cube (A5E),large,ooze,caverns
Gelatinous Cube (A5E),large,ooze,plane of water
Gelatinous Cube (A5E),large,ooze,ruin
Gelatinous Cube (A5E),large,ooze,sewer
Gelatinous Cube (A5E),large,ooze,water
Gelatinous Wall (A5E),huge,ooze,caverns
Gelatinous Wall (A5E),huge,ooze,plane of water
Gelatinous Wall (A5E),huge,ooze,ruin
Gelatinous Wall (A5E),huge,ooze,sewer
Gelatinous Wall (A5E),huge,ooze,water
Gerridae,large,fey,aquatic
Ghast,medium,undead,arctic
Ghast,medium,undead,cave
Ghast,medium,undead,coast
Ghast,medium,undead,desert
Ghast,medium,undead,dungeon
Ghast,medium,undead,forest
Ghast,medium,undead,grassland
Ghast,medium,undead,mountain
Ghast,medium,undead,ruins
Ghast,medium,undead,swamp
Ghast,medium,undead,underground
Ghast,medium,undead,urban
Ghast (A5E),medium,undead,abyss
Ghast (A5E),medium,undead,caverns
Ghast (A5E),medium,undead,desert
Ghast (A5E),medium,undead,forest
Ghast (A5E),medium,undead,grassland
Ghast (A5E),medium,undead,hills
Ghast (A5E),medium,undead,mountains
Ghast (A5E),medium,undead,ruin
Ghast (A5E),medium,undead,sewer
Ghast (A5E),medium,undead,shadowfell
Ghast (A5E),medium,undead,swamp
Ghast (A5E),medium,undead,temple
Ghast (A5E),medium,undead,tomb
Ghast (A5E),medium,undead,tundra
Ghost,medium,undead,cave
Ghost,medium,undead,dungeon
Ghost,medium,undead,ruins
Ghost,medium,undead,swamp
Ghost,medium,undead,underground
Ghost,medium,undead,urban
Ghostwalk Spider,large,monstrosity,badlands
Ghostwalk Spider,large,monstrosity,forests
Ghoul,medium,undead,arctic
Ghoul,medium,undead,cave
Ghoul,medium,undead,coast
Ghoul,medium,undead,desert
Ghoul,medium,undead,dungeon
Ghoul,medium,undead,forest
Ghoul,medium,undead,grassland
Ghoul,medium,undead,mountain
Ghoul,medium,undead,ruins
Ghoul,medium,undead,swamp
Ghoul,medium,undead,underground
Ghoul,medium,undead,urban
"Ghoul, Beggar",medium,undead,ruins
"Ghoul, Beggar",medium,undead,underground
"Ghoul, Beggar",medium,undead,urban
"Ghoul, Imperial",medium,undead,ruins
"Ghoul, Imperial",medium,undead,underground
Giant Air Elemental (A5E),huge,elemental,laboratory
Giant Air Elemental (A5E),huge,elemental,plane of air
Giant Ant Exoskeleton,large,construct,desert
Giant Ant Exoskeleton,large,construct,grassland
Giant Ape,huge,beast,forest
Giant Badger,medium,beast,forest
Giant Badger,medium,beast,grassland
Giant Badger (A5E),medium,beast,forest
Giant Badger (A5E),medium,beast,grassland
Giant Bat,large,beast,cave
Giant Bat,large,beast,dungeon
Giant Bat,large,beast,forest
Giant Bat,large,beast,ruins
Giant Bat,large,beast,swamp
Giant Bat,large,beast,underground
Giant Bat (A5E),large,beast,caverns
Giant Boar,large,beast,forest
Giant Boar,large,beast,grassland
Giant Centipede,small,beast,cave
Giant Centipede,small,beast,desert
Giant Centipede,small,beast,dungeon
Giant Centipede,small,beast,forest
Giant Centipede,small,beast,grassland
Giant Centipede,small,beast,mountain
Giant Centipede,small,beast,ruins
Giant Centipede,small,beast,swamp
Giant Centipede,small,beast,underground
Giant Clam,large,beast,aquatic
Giant Constrictor Snake,huge,beast,forest
Giant Constrictor Snake,huge,beast,grassland
Giant Constrictor Snake,huge,beast,swamp
Giant Constrictor Snake (A5E),huge,beast,jungle
Giant Constrictor Snake (A5E),huge,beast,swamp
Giant Crab (A5E),medium,beast,water
Giant Crocodile,huge,beast,aquatic
Giant Crocodile,huge,beast,coast
Giant Crocodile,huge,beast,swamp
Giant Crocodile (A5E),huge,beast,swamp
Giant Crocodile (A5E),huge,beast,water
Giant Eagle,large,beast,grassland
Giant Eagle,large,beast,mountain
Giant Eagle (A5E),large,beast,feywild
Giant Eagle (A5E),large,beast,hills
Giant Eagle (A5E),large,beast,mountains
Giant Earth Elemental (A5E),large,elemental,laboratory
Giant Earth Elemental (A5E),large,elemental,plane of earth
Giant Electric Catfish,large,beast,aquatic
Giant Elk,huge,beast,forest
Giant Elk,huge,beast,grassland
Giant Fire Beetle,small,beast,cave
Giant Fire Beetle,small,beast,desert
Giant Fire Beetle,small,beast,dungeon
Giant Fire Beetle,small,beast,forest
Giant Fire Beetle,small,beast,grassland
Giant Fire Beetle,small,beast,mountain
Giant Fire Beetle,small,beast,ruins
Giant Fire Beetle,small,beast,swamp
Giant Fire Beetle,small,beast,underground
Giant Fire Beetle (A5E),small,beast,caverns
Giant flea,small,beast,any
Giant flea swarm,medium,swarm,any
Giant Frog,medium,beast,aquatic
Giant Frog,medium,beast,coast
Giant Frog,medium,beast,forest
Giant Frog,medium,beast,swamp
Giant Frog (A5E),medium,beast,jungle
Giant Frog (A5E),medium,beast,swamp
Giant Frog (A5E),medium,beast,water
Giant Goat,large,beast,forest
Giant Goat,large,beast,grassland
Giant Goat,large,beast,mountain
Giant Grick (A5E),medium,monstrosity,caverns
Giant Grick (A5E),medium,monstrosity,mountains
Giant Grick (A5E),medium,monstrosity,plane of earth
